feature_path,transcript
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001942.npy,i owe everything to corey brown
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001943.npy,what time is it
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001944.npy,they seemed to laugh at him and he laughed back his heart bursting with joy
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001945.npy,but play the star spangled banner
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001946.npy,he could always become a crystal salesman again
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001947.npy,how much do you need
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001948.npy,you hit my best friend
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001949.npy,without the dataset the article is useless
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001950.npy,we certainly didn't give that man much of a chance
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001951.npy,in his hand he grasped a snake by the tail
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001952.npy,there was no respite to be had
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001953.npy,affirmative a breaching charge is available
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001954.npy,the owner of the bar came over and looked as well
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001955.npy,out with larry's deputies
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001956.npy,there goes another scrub lady
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001957.npy,john catherine topped them all
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001958.npy,she's a wonderful person
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001959.npy,there's nothing wrong with the books
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001960.npy,and then the boy understood
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001961.npy,you certainly delivered the goods
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001962.npy,even coming down on the train together she wrote me
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001963.npy,they dismounted and the alchemist said nothing
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001964.npy,just step on it
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001965.npy,it was only when i got this close to it that the strangeness of it was at all evident to me
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001966.npy,she ought to be here any minute
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001967.npy,the letter's our only clue
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001968.npy,i could eat a horse
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001969.npy,i just want to dream about mecca
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001970.npy,there must be a language that doesn't depend on words the boy thought
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001971.npy,can you lend me your bycicle for a while
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001972.npy,then taking his sheep he walked away
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001973.npy,not unless we're blind
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001974.npy,it was however still so hot from its flight through the air
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001975.npy,men dream more about coming home than about leaving the boy said
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001976.npy,i dare her to move that desk out of here
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001977.npy,plastic surgery has become more popular
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001978.npy,now you just turn this way and go right straight down
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001979.npy,is there a mrs joshua
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001980.npy,i'm also going back to paris today
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001981.npy,i don't want to be city sealer
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001982.npy,the sword didn't fall
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001983.npy,using the debugger he found out that there was a buffer overflow
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001984.npy,mayonnaise is made from eggs oil vinegar and mustard
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001985.npy,they went out of business years ago
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001986.npy,separation of garbage makes recycling possible
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001987.npy,the alchemist turned to the boy
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001988.npy,an huge hole had been made by the impact of the projectile
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001989.npy,give four stars out of  to practice to deceive
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001990.npy,the runway seems way to short for this type of plane
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001991.npy,do you like it
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001992.npy,he's mr big and mr small
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001993.npy,the suspension bridge was swinging in the gale
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001994.npy,there was a time when for me a camel's whinnying was nothing more than whinnying
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001995.npy,please don't be lazy
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001996.npy,they don't believe us
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001997.npy,don't you remember the home i promised you
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001998.npy,i'll hang it up
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-001999.npy,what do i know about that
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002000.npy,agriculture was a very important achievement in human history
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002001.npy,i've got a weakness
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002002.npy,thirty every thursday sixty at sixty who knows what
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002003.npy,lots of places sell tea around here the merchant said
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002004.npy,don't you think i know where i live
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002005.npy,i'm going to live a normal life and have a home
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002006.npy,the greatest authority on meteorites stated that the height of its first appearance was about ninety or one hundred miles
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002007.npy,the train is probably the best way to get there
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002008.npy,the stranger placed his sword in its scabbard and the boy relaxed
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002009.npy,of course you wouldn't know
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002010.npy,something's the matter with daddy
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002011.npy,i have disabled some of the certificate authorities but they're not grayed out in this list
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002012.npy,in any case the desert was impassable
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002013.npy,there are no words to describe how difficult that day was
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002014.npy,that might be all right
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002015.npy,the road is blocked
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002016.npy,suppose there was a shane york and he walked into this office
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002017.npy,the big charleston contest
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002018.npy,you're not paid to be a canary
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002019.npy,nobody knows where she got it
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002020.npy,it's extremely suspicious that there's no information about brains that didn't come from a brain
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002021.npy,my friend bought all the other sheep immediately
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002022.npy,we need to be confident all of us
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002023.npy,i told you to practice
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002024.npy,how do you stop this thing
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002025.npy,that he had attended a seminary until he was sixteen
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002026.npy,not what you'd call rich
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002027.npy,this is the power box we always have problems with if you could take a look
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002028.npy,i wanted to sleep a little longer he thought
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002029.npy,too bad he has to be fed on a bottle
D:\Real-Time-Speech-Recognition-and-Translation\Data\featured_extracted\cv-other-dev\sample-002030.npy,he took the fourth part and handed it to the monk
